Job Title,Salary Estimate,Rating,Location,Size,Type of ownership,Industry,Sector,job_state,company_age,python,spark,tableau
Enterprise Data Analyst (Enterprise Portfolio Management Office),138-158 ,3.9,"Merrifield, VA",10000+ employees,Other Organization,Banks & Credit Unions,Finance, VA,87,0,1,1
Senior Scientist - Toxicologist - Product Integrity (Stewardship),138-158 ,3.3,"Winston-Salem, NC",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing, NC,145,0,0,0
Lead Data Scientist – Network Analysis and Control,138-158 ,3.3,"Bedford, MA",5001 to 10000 employees,Nonprofit Organization,Federal Agencies,Government, MA,62,1,1,0
Senior Machine Learning Engineer,138-158 ,5,"Raleigh, NC",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology, NC,4,0,1,0
"Sr. Research Associate/ Scientist, NGS prep & Molecular Genomics",138-158 ,4.4,"New Bedford, MA",51 to 200 employees,Company - Public,,, MA,-1,0,0,0
Data Engineer,138-158 ,3.4,"Chicago, IL",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services, IL,28,1,0,0
Developer III - Data Science,138-158 ,3.3,"Rancho Cucamonga, CA",1001 to 5000 employees,Company - Public,Health Care Services & Hospitals,Health Care, CA,24,0,0,1
Senior Data Engineer,138-158 ,2.9,"New York, NY",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services, NY,22,1,1,1
Hydrogen/Tritium Materials Scientist (Experienced),138-158 ,3.8,"Livermore, CA",10000+ employees,Government,Federal Agencies,Government, CA,71,0,0,0
Data Engineer,138-158 ,3.5,"McLean, VA",5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense, VA,-1,1,0,0
Patient Safety- Associate Data Scientist,80-132 ,4,"Gaithersburg, MD",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, MD,107,1,0,0
Senior Data Scientist,80-132 ,4,"San Francisco, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology, CA,38,1,1,0
Data Scientist,80-132 ,3.4,"Southfield, MI",1001 to 5000 employees,Company - Private,Construction,"Construction, Repair & Maintenance", MI,22,1,0,0
Data Scientist,80-132 ,3.9,"Collegeville, PA",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, PA,190,1,0,1
Data Scientist,80-132 ,3.8,"Washington, DC",Unknown,Government,Federal Agencies,Government, DC,73,0,0,0
Data Scientist,80-132 ,4.5,"Chicago, IL",201 to 500 employees,Company - Private,Consulting,Business Services, IL,12,1,0,1
Data Scientist,80-132 ,4.3,"Minneapolis, MN",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services, MN,11,1,0,0
Data Scientist,80-132 ,3.6,"Gahanna, OH",1 to 50 employees,Company - Private,,, OH,-1,1,0,0
Data Scientist,80-132 ,2.9,"Nashville, TN",10000+ employees,Company - Private,Health Care Services & Hospitals,Health Care, TN,15,1,1,1
Data Scientist,80-132 ,2.9,United States,201 to 500 employees,Company - Private,IT Services,Information Technology,US,35,1,0,0
Decision Scientist,80-132 ,4.5,"Laurel, MD",5001 to 10000 employees,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense, MD,78,0,1,0
Data Scientist - TS/SCI FSP or CI Required,80-132 ,5,"Annapolis Junction, MD",1 to 50 employees,Company - Private,IT Services,Information Technology, MD,9,1,1,0
Data Scientist,80-132 ,3.5,"San Clemente, CA",1 to 50 employees,Company - Private,Health Care Services & Hospitals,Health Care, CA,10,1,0,1
Data Scientist,80-132 ,4,"New York, NY",1 to 50 employees,Company - Private,Accounting,Accounting & Legal, NY,-1,1,0,0
Data Scientist,80-132 ,4.4,"Washington, DC",51 to 200 employees,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology, DC,23,0,0,0
Data Scientist,80-132 ,4.2,"Atlanta, GA",10000+ employees,Company - Private,IT Services,Information Technology, GA,21,1,1,0
Data Scientist,80-132 ,3.2,"Plano, TX",1 to 50 employees,Company - Private,Consulting,Business Services, TX,-1,1,0,0
Data Scientist,80-132 ,3.4,"Fairfax, VA",51 to 200 employees,Company - Private,Aerospace & Defense,Aerospace & Defense, VA,35,0,0,0
Data Scientist,80-132 ,4.7,"Washington, DC",1 to 50 employees,Company - Private,,, DC,-1,1,0,0
Senior Data Scientist,87-141 ,4.2,"Alexandria, VA",5001 to 10000 employees,Company - Public,Research & Development,Business Services, VA,52,1,1,1
Data Scientist,87-141 ,0,"Omaha, NE",,,,, NE,-1,1,0,0
Data Scientist,87-141 ,3.2,"Wellesley, MA",10000+ employees,Company - Private,Insurance Carriers,Insurance, MA,167,0,0,0
Data Scientist,87-141 ,0,"Washington, VA",Unknown,Company - Private,,, VA,-1,0,0,0
Data Scientist,87-141 ,2.8,"Fort Worth, TX",1001 to 5000 employees,Subsidiary or Business Segment,Rail,Transportation & Logistics, TX,37,1,0,0
Data Scientist,87-141 ,4.2,"Atlanta, GA",10000+ employees,Company - Private,IT Services,Information Technology, GA,21,1,1,0
Data Scientist,87-141 ,4.5,"Alexandria, VA",51 to 200 employees,Company - Private,Aerospace & Defense,Aerospace & Defense, VA,11,0,0,0
Data Scientist,87-141 ,3,"Bellevue, WA",51 to 200 employees,Company - Private,Consulting,Business Services, WA,14,1,1,0
Data Scientist,87-141 ,3.3,United States,5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,US,69,1,0,0
Data Scientist,87-141 ,4,"Thousand Oaks, CA",1 to 50 employees,Company - Private,,, CA,-1,1,0,0
Data Engineer,87-141 ,3.5,"Orange, CA",501 to 1000 employees,Company - Private,Health Care Services & Hospitals,Health Care, CA,7,0,1,1
Data Scientist,87-141 ,3.5,"Baltimore, MD",1 to 50 employees,Company - Private,Consulting,Business Services, MD,22,1,1,1
Data Scientist,87-141 ,3.6,"Herndon, VA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology, VA,30,1,1,1
Data Scientist,87-141 ,3,"Alexandria, VA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology, VA,8,0,1,0
Data Scientist/Data Analytics Practitioner,87-141 ,4,"Bridgeport, WV",1001 to 5000 employees,Nonprofit Organization,Consulting,Business Services, WV,24,1,0,0
Data Scientist,87-141 ,4.6,"The Woodlands, TX",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services, TX,32,1,0,1
Data Scientist,87-141 ,4.3,"Oakville, CA",1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology, CA,20,1,1,0
Data Scientist,87-141 ,4.7,"Chicago, IL",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services, IL,26,0,0,0
Data Scientist,87-141 ,3.7,"Arlington, VA",201 to 500 employees,Company - Private,IT Services,Information Technology, VA,16,1,0,0
"Data Scientist, Kinship - NYC/Portland",92-155 ,3.9,"New York, NY",10000+ employees,Company - Private,Food & Beverage Manufacturing,Manufacturing, NY,109,1,1,0
Data Scientist,92-155 ,3,"Seattle, WA",51 to 200 employees,Company - Private,Consulting,Business Services, WA,-1,1,1,0
Data Scientist,92-155 ,2.5,"Naperville, IL",5001 to 10000 employees,Company - Private,Wholesale,Business Services, IL,66,1,1,1
Data Scientist,92-155 ,3.5,"San Francisco, CA",51 to 200 employees,Company - Private,Consulting,Business Services, CA,22,1,0,0
Data Scientist - TS/SCI Required,92-155 ,5,"Baltimore, MD",1 to 50 employees,Company - Private,IT Services,Information Technology, MD,9,1,1,0
Data Scientist,92-155 ,0,"Chantilly, VA",1 to 50 employees,Unknown,,, VA,-1,0,0,0
Senior Data Scientist,92-155 ,3.5,"Herndon, VA",5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense, VA,-1,1,0,0
Data Scientist,92-155 ,3,"Bellevue, WA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology, WA,21,1,1,0
Data Scientist(s)/Machine Learning Engineer,92-155 ,5,"New York, NY",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services, NY,33,1,0,0
Data Scientist,92-155 ,4.7,"Chicago, IL",51 to 200 employees,Company - Private,IT Services,Information Technology, IL,-1,1,1,0
Data Engineer,92-155 ,3.3,"Kansas City, MO",201 to 500 employees,Company - Private,Insurance Carriers,Insurance, MO,28,1,1,0
Data Scientist,92-155 ,3.3,"Houston, TX",1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance, TX,46,1,0,0
Data Scientist,92-155 ,3.5,"Chantilly, VA",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense, VA,58,0,0,0
"AI/ML - Machine Learning Scientist, Siri Understanding",92-155 ,4.1,"Santa Clara, CA",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology, CA,44,1,0,0
Data Scientist,92-155 ,3.5,"Herndon, VA",5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense, VA,-1,1,1,1
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,92-155 ,3.9,"Oklahoma City, OK",1001 to 5000 employees,Nonprofit Organization,Research & Development,Business Services, OK,73,1,0,0
Data Scientist,92-155 ,4.7,"Thousand Oaks, CA",51 to 200 employees,Company - Private,Consulting,Business Services, CA,12,1,0,0
Data Science Software Engineer,92-155 ,4.8,"Boston, MA",201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology, MA,8,1,0,0
"Scientist / Group Lead, Cancer Biology",92-155 ,0,"Cambridge, MA",,,,, MA,-1,0,0,0
AI Ops Data Scientist,92-155 ,4,"Gaithersburg, MD",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, MD,107,1,1,0
Senior Data Scientist,105-167 ,3.8,"Denver, CO",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services, CO,11,0,0,0
Sr. ML/Data Scientist - AI/NLP/Chatbot,105-167 ,3.8,"Cupertino, CA",5001 to 10000 employees,Company - Public,Telecommunications Services,Telecommunications, CA,24,1,1,0
Data Scientist,105-167 ,2.7,"Lexington Park, MD",51 to 200 employees,Company - Public,Aerospace & Defense,Aerospace & Defense, MD,10,0,0,0
Data Scientist,105-167 ,4,"Washington, DC",51 to 200 employees,Company - Private,"Health, Beauty, & Fitness",Consumer Services, DC,-1,1,1,1
Data Scientist,105-167 ,0,"Fort Belvoir, VA",,,,, VA,-1,0,0,0
Data Scientist,105-167 ,0,"Naperville, IL",,,,, IL,-1,1,1,1
Data Scientist,105-167 ,3.8,"Washington, DC",51 to 200 employees,Company - Public,IT Services,Information Technology, DC,10,1,1,0
Data Scientist,105-167 ,3.2,"Adelphi, MD",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense, MD,2,1,0,0
Data Scientist,105-167 ,0,"Redmond, WA",,,,, WA,-1,1,0,0
Data Scientist,105-167 ,3.6,"West Chester, PA",10000+ employees,Company - Public,Other Retail Stores,Retail, PA,-1,1,0,1
Data Scientist,105-167 ,4.4,"Edison, NJ",51 to 200 employees,Company - Private,,, NJ,-1,0,0,0
Data Scientist,105-167 ,4.1,"Durham, NC",501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services, NC,16,1,1,0
Data Scientist,105-167 ,0,"Quantico, VA",1 to 50 employees,Company - Private,,, VA,-1,1,0,0
Data Scientist,105-167 ,3.8,"Vienna, VA",201 to 500 employees,Company - Private,IT Services,Information Technology, VA,15,1,0,0
Data Scientist,105-167 ,4,"Boston, MA",1001 to 5000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, MA,10,1,0,0
Data Scientist,105-167 ,3.6,"Fort Lee, NJ",1001 to 5000 employees,Company - Private,Advertising & Marketing,Business Services, NJ,31,1,0,1
Data Scientist,105-167 ,0,"San Francisco, CA",,,,, CA,-1,0,0,0
Data Scientist,105-167 ,0,"Irwindale, CA",,,,, CA,-1,1,0,1
Data Scientist,105-167 ,5,"San Francisco, CA",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services, CA,-1,1,1,0
Data Scientist,105-167 ,2.7,"New York, NY",1001 to 5000 employees,Company - Public,Wholesale,Business Services, NY,44,1,0,1
